time,HeartRate,DifficultyIndex
274.3332,88,0
274.3396,88,0
274.3461,88,0
274.3526,88,0
274.3589,88,0
274.3656,88,0
274.3719,88,0
274.3783,88,0
274.3853,88,0
274.3928,88,0
274.4001,88,0
274.4065,88,0
274.4128,88,0
274.4191,88,0
274.4257,88,0
274.4322,88,0
274.4386,88,0
274.4452,88,0
274.4516,88,0
274.4579,88,0
274.4644,88,0
274.4709,88,0
274.4771,88,0
274.4838,88,0
274.4902,88,0
274.4964,88,0
274.503,88,0
274.5093,88,0
274.5158,88,0
274.5224,88,0
274.5287,88,0
274.5351,88,0
274.5416,88,0
274.5479,88,0
274.5542,88,0
274.5612,88,0
274.5681,88,0
274.5747,88,0
274.5814,88,0
274.5877,88,0
274.594,88,0
274.6007,88,0
274.6071,88,0
274.6134,88,0
274.6201,88,0
274.6265,88,0
274.633,88,0
274.6394,88,0
274.646,88,0
274.6524,88,0
274.6588,88,0
274.6655,88,0
274.6719,88,0
274.6782,88,0
274.6849,88,0
274.6913,88,0
274.6978,88,0
274.7045,88,0
274.7108,88,0
274.7173,88,0
274.7238,88,0
274.7306,88,0
274.7372,88,0
274.7438,88,0
274.7502,88,0
274.7568,88,0
274.7634,88,0
274.7697,88,0
274.776,88,0
274.7831,88,0
274.7896,88,0
274.796,88,0
274.803,88,0
274.8097,88,0
274.8164,88,0
274.8233,88,0
274.8298,88,0
274.8363,88,0
274.8428,88,0
274.8497,88,0
274.8563,88,0
274.8633,88,0
274.87,88,0
274.8765,88,0
274.8834,88,0
274.8901,88,0
274.8969,88,0
274.904,88,0
274.9106,88,0
274.9173,88,0
274.9242,88,0
274.9309,88,0
274.9377,88,0
274.9449,88,0
274.952,88,0
274.9589,88,0
274.9663,88,0
274.9734,88,0
274.9807,88,0
274.9875,88,0
274.9945,88,0
275.0022,88,0
275.0095,88,0
275.0169,88,0
275.0246,88,0
275.0319,88,0
275.0393,88,0
275.0468,88,0
275.0542,88,0
275.0618,88,0
275.069,88,0
275.076,88,0
275.0838,88,0
275.091,88,0
275.0981,88,0
275.1057,88,0
275.1131,88,0
275.1206,88,0
275.1288,88,0
275.1369,88,0
275.1444,88,0
275.1517,88,0
275.1597,88,0
275.1678,88,0
275.175,88,0
275.1825,88,0
275.1895,88,0
275.1966,88,0
275.2039,88,0
275.211,88,0
275.2182,88,0
275.2258,88,0
275.2328,88,0
275.2398,88,0
275.2474,88,0
275.2551,88,0
275.2632,88,0
275.2708,88,0
275.278,88,0
275.2855,88,0
275.2928,88,0
275.3011,88,0
275.3087,88,0
275.3171,88,0
275.3252,88,0
275.3324,88,0
275.3393,88,0
275.3471,88,0
275.3545,88,0
275.3621,88,0
275.3693,88,0
275.3767,88,0
275.3841,88,0
275.3911,88,0
275.3985,88,0
275.4058,88,0
275.4129,88,0
275.42,88,0
275.4273,88,0
275.4345,88,0
275.4417,88,0
275.449,88,0
275.456,88,0
275.4634,88,0
275.4714,88,0
275.4791,88,0
275.4863,88,0
275.4933,88,0
275.5003,88,0
275.5075,88,0
275.5145,88,0
275.5217,88,0
275.5286,88,0
275.5356,88,0
275.5428,88,0
275.55,88,0
275.5569,88,0
275.5644,88,0
275.5715,88,0
275.5784,88,0
275.5858,88,0
275.593,88,0
275.6001,88,0
275.6076,88,0
275.6149,87,0
275.623,87,0
275.6306,87,0
275.6377,87,0
275.6447,87,0
275.6517,87,0
275.6587,87,0
275.6659,87,0
275.6731,87,0
275.6802,87,0
275.6874,87,0
275.6943,87,0
275.7015,87,0
275.7084,87,0
275.7154,87,0
275.7225,87,0
275.7294,87,0
275.7365,87,0
275.7438,87,0
275.751,87,0
275.7581,87,0
275.7655,87,0
275.7735,87,0
275.7814,87,0
275.7883,87,0
275.7952,87,0
275.8025,87,0
275.8094,87,0
275.8164,87,0
275.8235,87,0
275.8303,87,0
275.8375,87,0
275.8446,87,0
275.8516,87,0
275.8586,87,0
275.8658,87,0
275.8727,87,0
275.8796,87,0
275.8868,87,0
275.8939,87,0
275.9013,87,0
275.9083,87,0
275.9156,87,0
275.9238,87,0
275.9314,87,0
275.9383,87,0
275.9456,87,0
275.953,87,0
275.9599,87,0
275.9674,87,0
275.9745,87,0
275.9819,87,0
275.9891,87,0
275.9961,87,0
276.0034,87,0
276.011,87,0
276.0186,87,0
276.0259,87,0
276.033,87,0
276.0401,87,0
276.0476,87,0
276.0548,87,0
276.0623,87,0
276.0696,87,0
276.0764,87,0
276.0838,87,0
276.0908,87,0
276.098,87,0
276.1051,87,0
276.1119,87,0
276.1187,87,0
276.126,87,0
276.1329,87,0
276.1396,87,0
276.1467,87,0
276.154,87,0
276.1616,87,0
276.1689,87,0
276.1757,87,0
276.1829,87,0
276.1899,87,0
276.1967,87,0
276.2038,87,0
276.2105,87,0
276.2174,87,0
276.2248,87,0
276.2319,87,0
276.239,87,0
276.2463,87,0
276.2537,87,0
276.2608,87,0
276.2676,87,0
276.2745,87,0
276.2818,87,0
276.289,87,0
276.296,87,0
276.3034,87,0
276.3105,87,0
276.3177,87,0
276.3256,87,0
276.3329,87,0
276.3397,87,0
276.347,87,0
276.3541,87,0
276.3614,87,0
276.3686,87,0
276.3755,87,0
276.3834,87,0
276.3907,87,0
276.3972,87,0
276.4038,87,0
276.4101,87,0
276.4165,87,0
276.4229,87,0
276.429,87,0
276.4351,87,0
276.4412,87,0
276.4472,87,0
276.453,87,0
276.4585,87,0
276.4644,87,0
276.4701,87,0
276.4755,87,0
276.4818,87,0
276.4872,87,0
276.4927,87,0
276.4978,87,0
276.5034,87,0
276.5082,87,0
276.5132,87,0
276.5182,87,0
276.5234,87,0
276.529,87,0
276.5349,87,0
276.5406,87,0
276.545,87,0
276.5496,87,0
276.554,87,0
276.5587,87,0
276.563,87,0
276.5676,87,0
276.5719,87,0
276.5764,87,0
276.581,87,0
276.5853,87,0
276.5898,87,0
276.5941,87,0
276.5987,87,0
276.6029,87,0
276.607,87,0
276.6111,87,0
276.6152,87,0
276.6196,87,0
276.6238,87,0
276.6278,87,0
276.6319,87,0
276.6372,87,0
276.6425,87,0
276.6468,87,0
276.6512,87,0
276.6555,87,0
276.66,87,0
276.6642,87,0
276.6686,87,0
276.6728,87,0
276.6769,87,0
276.6815,87,0
276.6868,87,0
276.6918,87,0
276.6961,87,0
276.7006,87,0
276.7048,87,0
276.7089,87,0
276.7132,87,0
276.7174,87,0
276.7218,87,0
276.726,87,0
276.73,87,0
276.7344,87,0
276.7388,87,0
276.7438,87,0
276.7482,87,0
276.7524,87,0
276.7567,87,0
276.7611,87,0
276.7656,87,0
276.7699,87,0
276.7743,87,0
276.7788,87,0
276.783,87,0
276.7872,87,0
276.7916,87,0
276.7957,87,0
276.8005,87,0
276.8051,87,0
276.8094,87,0
276.8138,87,0
276.8182,87,0
276.8227,87,0
276.8268,87,0
276.831,87,0
276.8353,87,0
276.8398,87,0
276.8437,87,0
276.8477,87,0
276.852,87,0
276.856,87,0
276.8603,87,0
276.8643,87,0
276.8684,87,0
276.8724,87,0
276.8764,87,0
276.8806,87,0
276.8855,87,0
276.8904,87,0
276.8946,87,0
276.8998,87,0
276.9044,87,0
276.9088,87,0
276.9131,87,0
276.918,87,0
276.9225,87,0
276.9268,87,0
276.9312,87,0
276.9356,87,0
276.9403,87,0
276.9446,87,0
276.949,87,0
276.9535,87,0
276.9579,87,0
276.9621,87,0
276.9665,87,0
276.9707,87,0
276.9749,87,0
276.9792,87,0
276.9836,87,0
276.9879,87,0
276.9928,87,0
276.9977,87,0
277.002,87,0
277.0062,87,0
277.0103,87,0
277.0143,87,0
277.0188,87,0
277.0227,87,0
277.0268,87,0
277.0309,87,0
277.035,87,0
277.0394,87,0
277.0434,87,0
277.0476,87,0
277.0517,87,0
277.056,87,0
277.0605,87,0
277.0648,87,0
277.0689,87,0
277.073,87,0
277.077,87,0
277.0813,87,0
277.0854,87,0
277.0893,87,0
277.0933,87,0
277.0972,87,0
277.1023,87,0
277.1069,87,0
277.1117,87,0
277.1159,87,0
277.1204,87,0
277.1245,87,0
277.1284,87,0
277.1324,87,0
277.1365,87,0
277.1409,87,0
277.1459,87,0
277.1506,87,0
277.1548,87,0
277.1591,87,0
277.1631,87,0
277.167,87,0
277.171,87,0
277.175,87,0
277.1791,87,0
277.1831,87,0
277.187,87,0
277.1916,87,0
277.1957,87,0
277.2,87,0
277.2041,87,0
277.2081,87,0
277.2122,87,0
277.2164,87,0
277.2207,87,0
277.2246,87,0
277.2285,87,0
277.2325,87,0
277.2369,87,0
277.2413,87,0
277.2453,87,0
277.2495,87,0
277.2538,87,0
277.2582,87,0
277.2623,87,0
277.2664,87,0
277.2704,87,0
277.2744,87,0
277.2791,87,0
277.2838,87,0
277.2886,87,0
277.2927,87,0
277.2976,87,0
277.3026,87,0
277.3066,87,0
277.3105,87,0
277.3146,87,0
277.319,87,0
277.3232,87,0
277.3275,87,0
277.3316,87,0
277.3362,87,0
277.3405,87,0
277.3448,87,0
277.3492,87,0
277.3536,87,0
277.358,87,0
277.3622,87,0
277.3666,87,0
277.3707,87,0
277.3747,87,0
277.3789,87,0
277.3831,87,0
277.3871,87,0
277.3911,87,0
277.3951,87,0
277.3994,87,0
277.4035,87,0
277.4074,87,0
277.4114,87,0
277.4154,87,0
277.4197,87,0
277.4236,87,0
277.4276,87,0
277.4324,87,0
277.4372,87,0
277.4422,87,0
277.4464,87,0
277.4514,87,0
277.4563,87,0
277.4606,87,0
277.4645,87,0
277.4685,87,0
277.4724,87,0
277.4763,87,0
277.4803,87,0
277.4844,87,0
277.4883,87,0
277.4927,87,0
277.4968,87,0
277.5012,87,0
277.5052,87,0
277.5092,87,0
277.5132,87,0
277.5174,87,0
277.5217,87,0
277.5257,87,0
277.5297,87,0
277.5339,87,0
277.5382,87,0
277.5422,87,0
277.5461,87,0
277.5503,87,0
277.5544,87,0
277.5586,87,0
277.5626,87,0
277.567,87,0
277.5714,87,0
277.576,87,0
277.5811,87,0
277.5863,87,0
277.5905,87,0
277.5947,86,0
277.5992,86,0
277.6042,86,0
277.6089,86,0
277.6129,86,0
277.6169,86,0
277.6211,86,0
277.6251,86,0
277.6289,86,0
277.633,86,0
277.637,86,0
277.6411,86,0
277.6451,86,0
277.649,86,0
277.6531,86,0
277.6571,86,0
277.6618,86,0
277.6665,86,0
277.6707,86,0
277.675,86,0
277.6794,86,0
277.6837,86,0
277.6878,86,0
277.6919,86,0
277.696,86,0
277.7004,86,0
277.7044,86,0
277.7084,86,0
277.7125,86,0
277.7165,86,0
277.7209,86,0
277.7249,86,0
277.7288,86,0
277.7328,86,0
277.737,86,0
277.7412,86,0
277.7452,86,0
277.7493,86,0
277.7544,86,0
277.7594,86,0
277.7634,86,0
277.7673,86,0
277.7713,86,0
277.7758,86,0
277.7807,86,0
277.7857,86,0
277.7899,86,0
277.7942,86,0
277.7986,86,0
277.8028,86,0
277.8068,86,0
277.8109,86,0
277.8149,86,0
277.8193,86,0
277.8234,86,0
277.8274,86,0
277.8314,86,0
277.8355,86,0
277.8399,86,0
277.844,86,0
277.8485,86,0
277.853,86,0
277.8572,86,0
277.8618,86,0
277.8663,86,0
277.8705,86,0
277.8748,86,0
277.8792,86,0
277.8835,86,0
277.8879,86,0
277.892,86,0
277.896,86,0
277.9006,86,0
277.9056,86,0
277.9105,86,0
277.9146,86,0
277.919,86,0
277.923,86,0
277.9269,86,0
277.9309,86,0
277.9349,86,0
277.9391,86,0
277.943,86,0
277.9469,86,0
277.951,86,0
277.955,86,0
277.9593,86,0
277.9643,86,0
277.9701,86,0
277.9768,86,0
277.9826,86,0
277.9909,86,0
277.9967,86,0
278.0029,86,0
278.0089,86,0
278.0139,86,0
278.0197,86,0
278.0253,86,0
278.0307,86,0
278.0357,86,0
278.0419,86,0
278.0474,86,0
278.0531,86,0
278.0597,86,0
278.0649,86,0
278.0691,86,0
278.073,86,0
278.0772,86,0
278.0817,86,0
278.0858,86,0
278.0898,86,0
278.0937,86,0
278.0979,86,0
278.1021,86,0
278.106,86,0
278.1101,86,0
278.1142,86,0
278.1185,86,0
278.1224,86,0
278.1262,86,0
278.13,86,0
278.134,86,0
278.1382,86,0
278.1419,86,0
278.1458,86,0
278.1497,86,0
278.1538,86,0
278.1595,86,0
278.1635,86,0
278.1677,86,0
278.1716,86,0
278.1761,86,0
278.1804,86,0
278.1845,86,0
278.1884,86,0
278.1924,86,0
278.1963,86,0
278.2008,86,0
278.2048,86,0
278.2096,86,0
278.2143,86,0
278.2186,86,0
278.2225,86,0
278.2262,86,0
278.2301,86,0
278.234,86,0
278.2381,86,0
278.2419,86,0
278.2461,86,0
278.2501,86,0
278.254,86,0
278.258,86,0
278.2618,86,0
278.2659,86,0
278.2698,86,0
278.2737,86,0
278.2778,86,0
278.2816,86,0
278.2856,86,0
278.2893,86,0
278.293,86,0
278.2968,86,0
278.3009,86,0
278.3048,86,0
278.3085,86,0
278.3122,86,0
278.316,86,0
278.3201,86,0
278.3247,86,0
278.3286,86,0
278.3325,86,0
278.3364,86,0
278.3404,86,0
278.3442,86,0
278.3479,86,0
278.3518,86,0
278.3555,86,0
278.3595,86,0
278.3632,86,0
278.3672,86,0
278.3709,86,0
278.3747,86,0
278.3787,86,0
278.3824,86,0
278.3862,86,0
278.3899,86,0
278.3936,86,0
278.3978,86,0
278.4019,86,0
278.4062,86,0
278.4101,86,0
278.414,86,0
278.4184,86,0
278.4222,86,0
278.4262,86,0
278.43,86,0
278.434,86,0
278.4382,86,0
278.442,86,0
278.4457,86,0
278.4496,86,0
278.4536,86,0
278.4577,86,0
278.4615,86,0
278.4654,86,0
278.4695,86,0
278.4734,86,0
278.4775,86,0
278.4813,86,0
278.4853,86,0
278.4891,86,0
278.493,86,0
278.4968,86,0
278.501,86,0
278.5049,86,0
278.5089,86,0
278.5136,86,0
278.5188,86,0
278.5226,86,0
278.5267,86,0
278.5306,86,0
278.5347,86,0
278.5388,86,0
278.5427,86,0
278.5466,86,0
278.5507,86,0
278.5545,86,0
278.5588,86,0
278.5627,86,0
278.5671,86,0
278.5712,86,0
278.5753,86,0
278.5796,86,0
278.5841,86,0
278.5883,86,0
278.5923,86,0
278.5964,86,0
278.6011,86,0
278.6055,86,0
278.6095,86,0
278.6137,86,0
278.6181,86,0
278.6223,86,0
278.6263,86,0
278.6304,86,0
278.6346,86,0
278.6392,86,0
278.6432,86,0
278.6474,86,0
278.6517,86,0
278.6561,86,0
278.661,86,0
278.6662,86,0
278.6712,86,0
278.6754,86,0
278.68,86,0
278.6844,86,0
278.6885,86,0
278.6929,86,0
278.697,86,0
278.7017,86,0
278.7061,86,0
278.7101,86,0
278.7145,86,0
278.7195,86,0
278.7238,86,0
278.7282,86,0
278.7327,86,0
278.7372,86,0
278.7418,86,0
278.7464,86,0
278.7512,86,0
278.7559,86,0
278.7615,86,0
278.7669,86,0
278.7721,86,0
278.777,86,0
278.7826,86,0
278.7879,86,0
278.7932,86,0
278.799,86,0
278.8052,86,0
278.8112,86,0
278.818,86,0
278.8248,86,0
278.8309,86,0
278.8372,86,0
278.8439,86,0
278.8502,86,0
278.8568,86,0
278.8636,86,0
278.8704,86,0
278.8771,86,0
278.8846,86,0
278.8916,86,0
278.8989,86,0
278.9063,86,0
278.9135,86,0
278.9209,86,0
278.9284,86,0
278.9357,86,0
278.9434,86,0
278.9507,86,0
278.9579,86,0
278.9657,86,0
278.9739,86,0
278.9824,86,0
278.9904,86,0
278.998,86,0
279.0055,86,0
279.0125,86,0
279.0198,86,0
279.0271,86,0
279.0344,86,0
279.0417,86,0
279.049,86,0
279.0561,86,0
279.0634,86,0
279.0707,86,0
279.0781,86,0
279.0856,86,0
279.0928,86,0
279.0999,86,0
279.1074,86,0
279.1146,86,0
279.1222,86,0
279.1301,86,0
279.138,86,0
279.1452,86,0
279.152,86,0
279.1586,86,0
279.1654,86,0
279.1714,86,0
279.1776,86,0
279.184,86,0
279.1897,86,0
279.1946,86,0
279.2001,86,0
279.205,86,0
279.2095,86,0
279.2142,86,0
279.2189,86,0
279.2236,86,0
279.2278,86,0
279.2321,86,0
279.2362,86,0
279.2405,86,0
279.2445,86,0
279.2485,86,0
279.2525,86,0
279.2565,86,0
279.2607,86,0
279.2647,86,0
279.2687,86,0
279.2727,86,0
279.2767,86,0
279.2809,86,0
279.285,86,0
279.2891,86,0
279.2929,86,0
279.2968,86,0
279.301,86,0
279.305,86,0
279.3091,86,0
279.313,86,0
279.3173,86,0
279.3216,86,0
279.3255,86,0
279.3293,86,0
279.3335,86,0
279.3378,86,0
279.3419,86,0
279.3457,86,0
279.3496,86,0
279.3538,86,0
279.3582,86,0
279.3622,86,0
279.3663,86,0
279.3703,86,0
279.3744,86,0
279.3785,86,0
279.3827,86,0
279.3866,86,0
279.3906,86,0
279.3944,86,0
279.399,86,0
279.403,86,0
279.4067,86,0
279.4106,86,0
279.4148,86,0
279.4191,86,0
279.4232,86,0
279.428,86,0
279.4325,86,0
279.4366,86,0
279.4406,86,0
279.4452,86,0
279.4498,86,0
279.4549,86,0
279.4593,86,0
279.4633,86,0
279.4673,86,0
279.4714,86,0
279.4753,86,0
279.4793,86,0
279.4833,86,0
279.4872,86,0
279.491,86,0
279.4948,86,0
279.4993,86,0
279.5035,86,0
279.5075,86,0
279.5114,86,0
279.5157,86,0
279.5202,86,0
279.5244,86,0
279.5282,86,0
279.532,86,0
279.5359,86,0
279.5401,86,0
279.5445,86,0
279.5486,86,0
279.5527,86,0
279.5565,86,0
279.5607,86,0
279.5649,86,0
279.569,86,0
279.573,85,0
279.577,85,0
279.582,85,0
279.5869,85,0
279.5909,85,0
279.5947,85,0
279.5988,85,0
279.6027,85,0
279.6066,85,0
279.6105,85,0
279.6144,85,0
279.6187,85,0
279.6226,85,0
279.6265,85,0
279.6303,85,0
279.6342,85,0
279.6383,85,0
279.6421,85,0
279.6466,85,0
279.6513,85,0
279.6561,85,0
279.6601,85,0
279.6639,85,0
279.6679,85,0
279.6718,85,0
279.6756,85,0
279.6795,85,0
279.6834,85,0
279.6873,85,0
279.6912,85,0
279.6951,85,0
279.6992,85,0
279.7031,85,0
279.7068,85,0
279.7108,85,0
279.7147,85,0
279.7191,85,0
279.7231,85,0
279.7271,85,0
279.7318,85,0
279.7365,85,0
279.7414,85,0
279.7452,85,0
279.7491,85,0
279.7529,85,0
279.7567,85,0
279.7608,85,0
279.7646,85,0
279.7685,85,0
279.7722,85,0
279.776,85,0
279.7801,85,0
279.7841,85,0
279.7879,85,0
279.7916,85,0
279.7953,85,0
279.7994,85,0
279.8033,85,0
279.807,85,0
279.8107,85,0
279.8146,85,0
279.8188,85,0
279.8226,85,0
279.8263,85,0
279.8301,85,0
279.8341,85,0
279.8383,85,0
279.8419,85,0
279.8458,85,0
279.8499,85,0
279.8539,85,0
279.8579,85,0
279.8617,85,0
279.8655,85,0
279.8694,85,0
279.8732,85,0
279.8771,85,0
279.882,85,0
279.8866,85,0
279.8904,85,0
279.8947,85,0
279.8992,85,0
279.9031,85,0
279.9067,85,0
279.9104,85,0
279.9142,85,0
279.9183,85,0
279.922,85,0
279.9257,85,0
279.9293,85,0
279.9331,85,0
279.9368,85,0
279.9407,85,0
279.9444,85,0
279.948,85,0
279.9518,85,0
279.9555,85,0
279.9594,85,0
279.9631,85,0
279.9668,85,0
279.9705,85,0
279.975,85,0
279.9799,85,0
279.9847,85,0
279.9886,85,0
279.9927,85,0
279.9966,85,0
280.0009,85,0
280.0048,85,0
280.0086,85,0
280.0124,85,0
280.0164,85,0
280.0205,85,0
280.0244,85,0
280.0283,85,0
280.0332,85,0
280.0379,85,0
280.042,85,0
280.0457,85,0
280.0495,85,0
280.0534,85,0
280.0574,85,0
280.061,85,0
280.0649,85,0
280.0688,85,0
280.0726,85,0
280.0765,85,0
280.0807,85,0
280.0847,85,0
280.0885,85,0
280.0928,85,0
280.0968,85,0
280.1011,85,0
280.105,85,0
280.1088,85,0
280.1128,85,0
280.1167,85,0
280.1208,85,0
280.1247,85,0
280.1287,85,0
280.1326,85,0
280.1365,85,0
280.1405,85,0
280.1443,85,0
280.1482,85,0
280.1521,85,0
280.1559,85,0
280.1599,85,0
280.1637,85,0
280.1677,85,0
280.1717,85,0
280.1755,85,0
280.1796,85,0
280.1851,85,0
280.1903,85,0
280.1952,85,0
280.1995,85,0
280.2035,85,0
280.2073,85,0
280.211,85,0
280.2149,85,0
280.2192,85,0
280.2231,85,0
280.227,85,0
280.2307,85,0
280.2346,85,0
280.2388,85,0
280.2426,85,0
280.2464,85,0
280.2505,85,0
280.2544,85,0
280.2584,85,0
