time,HeartRate,DifficultyIndex
280.2622,85,0
280.2661,85,0
280.2701,85,0
280.274,85,0
280.2781,85,0
280.2819,85,0
280.2865,85,0
280.2905,85,0
280.2943,85,0
280.2984,85,0
280.3025,85,0
280.3065,85,0
280.3102,85,0
280.3141,85,0
280.3184,85,0
280.3223,85,0
280.326,85,0
280.3299,85,0
280.3348,85,0
280.3396,85,0
280.3433,85,0
280.347,85,0
280.351,85,0
280.3549,85,0
280.3589,85,0
280.3625,85,0
280.3662,85,0
280.37,85,0
280.3737,85,0
280.3777,85,0
280.3821,85,0
280.3861,85,0
280.3898,85,0
280.3935,85,0
280.3975,85,0
280.4015,85,0
280.4053,85,0
280.4089,85,0
280.4126,85,0
280.4163,85,0
280.4203,85,0
280.424,85,0
280.4276,85,0
280.4314,85,0
280.4352,85,0
280.4391,85,0
280.4427,85,0
280.4465,85,0
280.4503,85,0
280.454,85,0
280.4579,85,0
280.4616,85,0
280.4656,85,0
280.4694,85,0
280.4731,85,0
280.4767,85,0
280.4809,85,0
280.4849,85,0
280.4888,85,0
280.4926,85,0
280.4964,85,0
280.5004,85,0
280.5042,85,0
280.5078,85,0
280.5114,85,0
280.5151,85,0
280.5191,85,0
280.5228,85,0
280.5265,85,0
280.5301,85,0
280.5338,85,0
280.5378,85,0
280.5415,85,0
280.5452,85,0
280.5491,85,0
280.5528,85,0
280.5566,85,0
280.5606,85,0
280.5645,85,0
280.5684,85,0
280.5722,85,0
280.576,85,0
280.5798,85,0
280.5836,85,0
280.5874,85,0
280.5914,85,0
280.5953,85,0
280.5993,85,0
280.6031,85,0
280.6067,85,0
280.6104,85,0
280.614,85,0
280.6181,85,0
280.6218,85,0
280.6254,85,0
280.6291,85,0
280.6328,85,0
280.6366,85,0
280.6406,85,0
280.6447,85,0
280.6486,85,0
280.6524,85,0
280.6563,85,0
280.6602,85,0
280.664,85,0
280.6678,85,0
280.6716,85,0
280.6753,85,0
280.6791,85,0
280.6829,85,0
280.6871,85,0
280.6913,85,0
280.6951,85,0
280.6991,85,0
280.7029,85,0
280.7065,85,0
280.7102,85,0
280.7139,85,0
280.718,85,0
280.7218,85,0
280.7254,85,0
280.729,85,0
280.7328,85,0
280.7365,85,0
280.7408,85,0
280.7453,85,0
280.7502,85,0
280.7542,85,0
280.7583,85,0
280.762,85,0
280.7658,85,0
280.7695,85,0
280.7732,85,0
280.7768,85,0
280.7808,85,0
280.7848,85,0
280.7893,85,0
280.7938,85,0
280.7978,85,0
280.8016,85,0
280.8052,85,0
280.8089,85,0
280.8124,85,0
280.8161,85,0
280.82,85,0
280.8236,85,0
280.8271,85,0
280.8308,85,0
280.8347,85,0
280.8387,85,0
280.8423,85,0
280.8461,85,0
280.8499,85,0
280.8537,85,0
280.8576,85,0
280.8613,85,0
280.865,85,0
280.8688,85,0
280.8725,85,0
280.8763,85,0
280.8802,85,0
280.8842,85,0
280.8881,85,0
280.8919,85,0
280.8962,85,0
280.9004,85,0
280.9042,85,0
280.9081,85,0
280.9118,85,0
280.9157,85,0
280.9198,85,0
280.9234,85,0
280.9272,85,0
280.9311,85,0
280.9351,85,0
280.94,85,0
280.9444,85,0
280.9482,85,0
280.952,85,0
280.9556,85,0
280.9594,85,0
280.963,85,0
280.9666,85,0
280.9703,85,0
280.974,85,0
280.9778,85,0
280.9818,85,0
280.9857,85,0
280.9897,85,0
280.9934,85,0
280.9972,85,0
281.0016,85,0
281.0052,85,0
281.0089,85,0
281.0127,85,0
281.0167,85,0
281.021,85,0
281.025,85,0
281.0286,85,0
281.0327,85,0
281.0366,85,0
281.0408,85,0
281.0447,85,0
281.0486,85,0
281.0526,85,0
281.0563,85,0
281.0606,85,0
281.0644,85,0
281.0685,85,0
281.0723,85,0
281.076,85,0
281.0803,85,0
281.0844,85,0
281.0882,85,0
281.0918,85,0
281.0958,85,0
281.0999,85,0
281.1039,85,0
281.1077,85,0
281.1118,85,0
281.1157,85,0
281.1201,85,0
281.1238,85,0
281.1278,85,0
281.1318,85,0
281.136,85,0
281.1403,85,0
281.1444,85,0
281.1486,85,0
281.1526,85,0
281.1566,85,0
281.1608,85,0
281.1646,85,0
281.1688,85,0
281.1728,85,0
281.1768,85,0
281.1811,85,0
281.1854,85,0
281.1893,85,0
281.1933,85,0
281.1974,85,0
281.2018,85,0
281.2061,85,0
281.2102,85,0
281.2142,85,0
281.2186,85,0
281.2227,85,0
281.2268,85,0
281.2312,85,0
281.2353,85,0
281.2399,85,0
281.2442,85,0
281.2486,85,0
281.2529,85,0
281.2572,85,0
281.2618,85,0
281.266,85,0
281.2704,85,0
281.2748,85,0
281.2794,85,0
281.284,85,0
281.2887,85,0
281.2934,85,0
281.2982,85,0
281.3031,85,0
281.3077,85,0
281.3124,85,0
281.3173,85,0
281.3221,85,0
281.3268,85,0
281.3314,85,0
281.3363,85,0
281.3411,85,0
281.3456,85,0
281.3502,85,0
281.3547,85,0
281.3594,85,0
281.364,85,0
281.3686,85,0
281.373,85,0
281.3775,85,0
281.3823,85,0
281.3868,85,0
281.3913,85,0
281.3958,85,0
281.4006,85,0
281.4051,85,0
281.4096,85,0
281.4141,85,0
281.4189,85,0
281.4237,85,0
281.4284,85,0
281.4331,85,0
281.4376,85,0
281.4425,85,0
281.4471,85,0
281.4518,85,0
281.4562,85,0
281.4608,85,0
281.4651,85,0
281.4694,85,0
281.4736,85,0
281.4781,85,0
281.4825,85,0
281.4867,85,0
281.4907,85,0
281.4946,85,0
281.499,85,0
281.5033,85,0
281.5072,85,0
281.5113,85,0
281.5154,85,0
281.52,85,0
281.5238,85,0
281.5279,85,0
281.5319,85,0
281.5361,85,0
281.5405,85,0
281.5445,85,0
281.5493,85,0
281.5539,85,0
281.5583,85,0
281.5623,85,0
281.5662,85,0
281.5701,85,0
281.5738,85,0
281.5777,85,0
281.5813,85,0
281.5851,85,0
281.5887,85,0
281.5923,85,0
281.5959,85,0
281.5999,85,0
281.6035,85,0
281.6071,85,0
281.6107,85,0
281.6151,85,0
281.62,85,0
281.6245,85,0
281.6283,85,0
281.6322,85,0
281.6362,85,0
281.6404,85,0
281.6442,85,0
281.6478,85,0
281.6517,85,0
281.6554,85,0
281.6594,85,0
281.6631,85,0
281.667,85,0
281.6708,85,0
281.6745,85,0
281.6785,85,0
281.6823,85,0
281.6862,85,0
281.6899,85,0
281.6937,85,0
281.6981,85,0
281.7034,85,0
281.7082,85,0
281.7128,85,0
281.7168,85,0
281.7211,85,0
281.725,85,0
281.7288,85,0
281.7326,85,0
281.7364,85,0
281.7404,85,0
281.7441,85,0
281.7479,85,0
281.7517,85,0
281.7554,85,0
281.7594,85,0
281.7632,85,0
281.7672,85,0
281.7709,85,0
281.7746,85,0
281.7786,85,0
281.7824,85,0
281.7862,85,0
281.79,85,0
281.7937,85,0
281.7982,85,0
281.8022,85,0
281.806,85,0
281.8098,85,0
281.8137,85,0
281.8178,85,0
281.8215,85,0
281.8254,85,0
281.8292,85,0
281.8332,85,0
281.837,85,0
281.8411,85,0
281.8449,85,0
281.8489,85,0
281.8534,85,0
281.8581,85,0
281.8619,85,0
281.8656,85,0
281.8695,85,0
281.8733,85,0
281.8769,85,0
281.8811,85,0
281.8851,85,0
281.8888,85,0
281.8925,85,0
281.8962,85,0
281.9004,85,0
281.9041,85,0
281.9078,85,0
281.9114,85,0
281.9154,85,0
281.9195,85,0
281.9232,85,0
281.9268,85,0
281.9304,85,0
281.9342,85,0
281.9382,85,0
281.942,85,0
281.9457,85,0
281.9494,85,0
281.9533,85,0
281.957,85,0
281.9609,85,0
281.9646,85,0
281.9685,85,0
281.9722,85,0
281.9759,85,0
281.9798,85,0
281.9837,85,0
281.9875,85,0
281.9911,85,0
281.9948,85,0
281.9989,85,0
282.0035,85,0
282.008,85,0
282.0119,85,0
282.0158,85,0
282.0198,85,0
282.0234,85,0
282.0269,85,0
282.0305,85,0
282.0343,85,0
282.0387,85,0
282.0424,85,0
282.0464,85,0
282.0502,85,0
282.054,85,0
282.0579,85,0
282.0616,85,0
282.0655,85,0
282.0693,85,0
282.0729,85,0
282.0765,85,0
282.0803,85,0
282.084,85,0
282.0876,85,0
282.0912,85,0
282.0948,85,0
282.0989,85,0
282.1026,85,0
282.1063,85,0
282.1102,85,0
282.1141,85,0
282.1182,85,0
282.1219,85,0
282.1256,85,0
282.1294,85,0
282.1334,85,0
282.1377,85,0
282.1415,85,0
282.1454,85,0
282.15,85,0
282.1555,85,0
282.1642,85,0
282.1693,85,0
282.1732,85,0
282.1769,85,0
282.181,85,0
282.1848,85,0
282.1884,85,0
282.1919,85,0
282.1968,85,0
282.2009,85,0
282.2045,85,0
282.208,85,0
282.2115,85,0
282.2149,85,0
282.2188,85,0
282.2225,85,0
282.2261,85,0
282.2297,85,0
282.2334,85,0
282.2373,85,0
282.241,85,0
282.2447,85,0
282.2482,85,0
282.2519,85,0
282.2556,85,0
282.2595,85,0
282.2635,85,0
282.2674,85,0
282.271,85,0
282.2746,85,0
282.2785,85,0
282.2821,85,0
282.2858,85,0
282.2894,85,0
282.2929,85,0
282.2965,85,0
282.3005,85,0
282.3048,85,0
282.309,85,0
282.3125,85,0
282.3161,85,0
282.3199,85,0
282.3234,85,0
282.3268,85,0
282.3302,85,0
282.3341,85,0
282.338,85,0
282.3414,85,0
282.3448,85,0
282.3484,85,0
282.352,85,0
282.3555,85,0
282.3593,85,0
282.3629,85,0
282.3664,85,0
282.3698,85,0
282.3737,85,0
282.3777,85,0
282.3815,85,0
282.3851,85,0
282.3886,85,0
282.392,85,0
282.3954,85,0
282.3991,85,0
282.4026,85,0
282.406,85,0
282.4095,85,0
282.4129,85,0
282.4163,85,0
282.42,85,0
282.4234,85,0
282.4268,85,0
282.4302,85,0
282.4337,85,0
282.4376,85,0
282.4412,85,0
282.4447,85,0
282.4482,85,0
282.4519,85,0
282.4561,85,0
282.4606,85,0
282.4642,85,0
282.4678,85,0
282.4712,85,0
282.4747,85,0
282.4784,85,0
282.4819,85,0
282.4859,85,0
282.4894,85,0
282.4928,85,0
282.4962,85,0
282.5,85,0
282.5036,85,0
282.5074,85,0
282.5111,85,0
282.5148,85,0
282.5186,85,0
282.5223,85,0
282.526,85,0
282.5297,85,0
282.5333,85,0
282.5367,85,0
282.5404,85,0
282.544,85,0
282.5475,85,0
282.5511,85,0
282.5546,85,0
282.5582,85,0
282.5616,85,0
282.5651,85,0
282.5686,85,0
282.5721,85,0
282.5754,85,0
282.5792,85,0
282.5834,85,0
282.5873,85,0
282.5909,85,0
282.5944,85,0
282.5982,85,0
282.6021,85,0
282.6065,85,0
282.6113,85,0
282.6149,85,0
282.6188,85,0
282.6222,85,0
282.6256,85,0
282.6289,85,0
282.6324,85,0
282.6359,85,0
282.6396,85,0
282.6429,85,0
282.6463,85,0
282.6497,85,0
282.6532,85,0
282.6566,85,0
282.6602,85,0
282.6635,85,0
282.6671,85,0
282.6706,85,0
282.674,85,0
282.6776,85,0
282.681,85,0
282.6847,85,0
282.6881,85,0
282.6915,85,0
282.695,85,0
282.6986,85,0
282.7022,85,0
282.7056,85,0
282.7094,85,0
282.713,85,0
282.7166,85,0
282.7204,85,0
282.7238,85,0
282.7273,85,0
282.7308,85,0
282.7344,85,0
282.7383,85,0
282.7418,85,0
282.7454,85,0
282.7489,85,0
282.7526,85,0
282.7569,85,0
282.7613,85,0
282.7648,85,0
282.7685,85,0
282.772,85,0
282.7755,85,0
282.7796,85,0
282.7833,85,0
282.787,85,0
282.7907,85,0
282.7945,85,0
282.7987,85,0
282.8026,85,0
282.8062,85,0
282.8101,85,0
282.8137,85,0
282.8177,85,0
282.8212,85,0
282.825,85,0
282.8287,85,0
282.8324,85,0
282.836,85,0
282.8398,85,0
282.8434,85,0
282.8469,85,0
282.8505,85,0
282.8544,85,0
282.8586,85,0
282.8622,85,0
282.866,85,0
282.8698,85,0
282.8736,85,0
282.8774,85,0
282.8814,85,0
282.8852,85,0
282.8891,85,0
282.8927,85,0
282.8963,85,0
282.9001,85,0
282.904,85,0
282.9086,85,0
282.9129,85,0
282.9165,85,0
282.9204,85,0
282.9237,85,0
282.9271,85,0
282.9305,85,0
282.9344,85,0
282.9381,85,0
282.9417,85,0
282.9453,85,0
282.9486,85,0
282.9524,85,0
282.9561,85,0
282.9599,85,0
282.9633,85,0
282.9671,85,0
282.9708,85,0
282.9742,85,0
282.9783,85,0
282.9822,85,0
282.986,85,0
282.9897,85,0
282.9932,85,0
282.9969,85,0
283.001,85,0
283.0047,85,0
283.0085,85,0
283.0119,85,0
283.0159,85,0
283.0197,85,0
283.0236,85,0
283.0272,85,0
283.0313,85,0
283.0351,85,0
283.039,85,0
283.0425,85,0
283.0461,85,0
283.0496,85,0
283.0534,85,0
283.0574,85,0
283.0621,85,0
283.0665,85,0
283.0704,85,0
283.0741,85,0
283.0782,85,0
283.0818,85,0
283.0853,85,0
283.0888,85,0
283.0922,85,0
283.0958,85,0
283.0996,85,0
283.1031,85,0
283.1066,85,0
283.1102,85,0
283.1138,85,0
283.1176,85,0
283.121,85,0
283.1245,85,0
283.1279,85,0
283.1312,85,0
283.1348,85,0
283.1384,85,0
283.1418,85,0
283.1451,85,0
283.1486,85,0
283.1522,85,0
283.1556,85,0
283.1591,85,0
283.1624,85,0
283.1659,85,0
283.1695,85,0
283.1732,85,0
283.1767,85,0
283.1805,85,0
283.1842,85,0
283.1877,85,0
283.1911,85,0
283.1945,85,0
283.1982,85,0
283.2018,85,0
283.2051,85,0
283.2086,85,0
283.2121,85,0
283.2157,85,0
283.2194,85,0
283.2228,85,0
283.2262,85,0
283.2295,85,0
283.2333,85,0
283.2369,85,0
283.2407,85,0
283.244,85,0
283.2476,85,0
283.2511,85,0
283.2547,85,0
283.2585,85,0
283.262,85,0
283.2656,85,0
283.2692,85,0
283.2726,85,0
283.2761,85,0
283.2799,85,0
283.2835,85,0
283.287,85,0
283.2906,85,0
283.2941,85,0
283.2981,85,0
283.3017,85,0
283.3053,85,0
283.3091,85,0
283.3128,85,0
283.3167,85,0
283.3207,85,0
283.3246,85,0
283.3283,85,0
283.332,85,0
283.336,85,0
283.3399,85,0
283.3437,85,0
283.3477,85,0
283.3516,85,0
283.3556,85,0
283.36,85,0
283.3639,85,0
283.3683,85,0
283.3728,85,0
283.3773,85,0
283.3824,85,0
283.3871,85,0
283.3922,85,0
283.3973,85,0
283.403,85,0
283.4085,85,0
283.4141,85,0
283.4204,85,0
283.4265,85,0
283.4327,85,0
283.4391,85,0
283.4456,85,0
283.4526,85,0
283.459,85,0
283.4659,85,0
283.4726,85,0
283.4794,85,0
283.4865,85,0
283.4932,85,0
283.4999,85,0
283.507,85,0
283.5138,85,0
283.521,85,0
283.5279,85,0
283.5347,85,0
283.5421,85,0
283.549,85,0
283.5557,85,0
283.5627,85,0
283.5698,85,0
283.5765,85,0
283.5837,85,0
283.5903,85,0
283.5969,85,0
283.604,85,0
283.6105,85,0
283.6171,85,0
283.6241,85,0
283.6314,85,0
283.6382,85,0
283.6451,85,0
283.6517,85,0
283.6584,85,0
283.6655,85,0
283.6731,85,0
283.6803,85,0
283.6874,85,0
283.6945,85,0
283.7017,85,0
283.7087,85,0
283.7153,85,0
283.7224,85,0
283.7291,85,0
283.736,85,0
283.7431,85,0
283.7498,85,0
283.7565,85,0
283.7633,85,0
283.7698,85,0
283.7764,85,0
283.7833,85,0
283.7899,85,0
283.797,85,0
283.8047,85,0
283.8112,85,0
283.8177,85,0
283.8249,85,0
283.8314,85,0
283.838,85,0
283.8448,85,0
283.8513,85,0
283.8577,85,0
283.8644,85,0
283.8711,85,0
283.8775,85,0
283.8843,85,0
283.8908,85,0
283.8977,85,0
283.9048,85,0
283.9112,85,0
283.9178,85,0
283.9243,85,0
283.9306,85,0
283.9372,85,0
283.9437,85,0
283.9503,85,0
283.9566,85,0
283.963,85,0
283.9696,85,0
283.9758,85,0
283.9826,85,0
283.9889,85,0
283.9951,85,0
284.0016,85,0
284.0081,85,0
284.0147,85,0
284.0212,85,0
284.0274,85,0
284.0337,85,0
284.0402,85,0
284.0464,85,0
284.0527,85,0
284.0587,85,0
284.0651,85,0
284.0713,85,0
284.0773,85,0
284.0836,85,0
284.0896,85,0
284.0956,85,0
284.1018,85,0
284.1076,85,0
284.1139,85,0
284.1204,85,0
284.1264,85,0
284.1322,85,0
284.1379,85,0
284.144,85,0
284.1502,85,0
284.1559,85,0
284.1621,85,0
284.1682,85,0
284.174,85,0
284.1798,85,0
284.1858,85,0
284.1915,85,0
284.1972,85,0
284.203,85,0
284.2087,85,0
284.2145,85,0
284.2208,85,0
284.2262,85,0
284.2321,85,0
284.2379,85,0
284.2436,85,0
284.2497,85,0
284.2555,85,0
284.2614,85,0
284.267,85,0
284.2726,85,0
284.2788,85,0
284.2851,85,0
284.2904,85,0
284.296,85,0
284.3019,85,0
284.3072,85,0
284.3125,85,0
284.3178,85,0
284.3236,85,0
284.329,85,0
284.3347,85,0
284.3404,85,0
284.3457,85,0
284.3514,85,0
284.357,85,0
284.3625,85,0
284.3679,85,0
284.3732,85,0
284.3784,85,0
284.384,85,0
284.3896,85,0
284.3948,85,0
284.4008,85,0
284.4062,85,0
284.4115,85,0
284.4169,85,0
284.4225,85,0
284.4278,85,0
284.4335,85,0
284.4396,85,0
284.4452,85,0
284.4507,85,0
284.4565,85,0
284.4624,85,0
284.4679,85,0
284.4736,85,0
284.4795,85,0
284.4851,85,0
284.4904,85,0
284.4958,85,0
284.5024,85,0
284.5081,85,0
284.5138,85,0
284.5198,85,0
284.5252,85,0
284.5306,85,0
284.5364,85,0
284.5421,85,0
284.5476,85,0
284.5531,85,0
284.5584,85,0
284.564,85,0
284.5694,85,0
284.5749,85,0
284.5813,85,0
284.5873,85,0
284.5925,85,0
284.5977,85,0
284.6032,85,0
284.6085,85,0
284.6139,85,0
284.6194,85,0
284.6248,85,0
284.63,85,0
284.6352,85,0
284.6412,85,0
284.6469,85,0
284.653,85,0
284.6584,85,0
284.6643,85,0
284.6701,85,0
284.6754,85,0
284.6812,85,0
284.6868,85,0
284.6921,85,0
284.6974,85,0
284.7032,85,0
284.7086,85,0
284.714,85,0
284.7199,85,0
284.7254,85,0
284.7316,85,0
284.7379,85,0
284.7437,85,0
284.7491,85,0
284.7544,85,0
284.7599,85,0
284.7653,85,0
284.7706,85,0
284.7758,85,0
284.7814,85,0
284.7866,85,0
284.7918,85,0
284.7971,85,0
284.8026,85,0
284.808,85,0
284.8137,85,0
284.8191,85,0
284.8245,85,0
284.8298,85,0
284.8352,85,0
284.8405,85,0
284.8459,85,0
284.8511,85,0
284.8562,85,0
284.8615,85,0
284.8666,85,0
284.8719,85,0
284.8774,85,0
284.8827,85,0
284.888,85,0
284.8934,85,0
284.8987,85,0
284.904,85,0
284.9093,85,0
284.9143,85,0
284.9199,85,0
284.9251,85,0
284.93,85,0
284.9353,85,0
284.9406,85,0
284.9454,85,0
284.9505,85,0
284.9554,85,0
284.9609,85,0
284.9662,85,0
284.9713,85,0
284.9763,85,0
284.9818,85,0
284.9869,85,0
284.9922,85,0
284.9974,85,0
285.0028,85,0
285.0077,85,0
285.0129,85,0
285.0184,85,0
285.0239,85,0
285.0291,85,0
285.035,85,0
285.041,85,0
285.046,85,0
285.0508,85,0
285.0558,85,0
285.0607,85,0
285.0657,85,0
285.0705,85,0
285.0751,85,0
285.0802,85,0
285.0852,85,0
285.0898,85,0
285.0946,85,0
285.0998,85,0
285.1046,85,0
285.1095,85,0
285.1145,85,0
285.1198,85,0
285.1247,85,0
285.1294,85,0
285.1344,85,0
285.1392,85,0
285.1446,85,0
285.1497,85,0
285.1546,85,0
285.1599,85,0
285.1647,85,0
285.1694,85,0
285.1743,85,0
285.1794,85,0
285.1852,85,0
285.1908,85,0
285.1954,85,0
285.2004,85,0
285.205,85,0
285.2094,85,0
285.2141,85,0
285.2191,85,0
285.2235,85,0
285.2279,85,0
285.2324,85,0
285.2371,85,0
285.2418,85,0
285.2462,85,0
285.2508,85,0
285.2556,85,0
285.2603,85,0
285.2649,85,0
285.2694,85,0
285.274,85,0
285.2787,85,0
285.2834,85,0
285.2881,85,0
285.2926,85,0
285.297,85,0
285.3018,85,0
285.3063,85,0
285.3111,85,0
285.3157,85,0
285.3206,85,0
285.3254,85,0
285.3298,85,0
285.3348,85,0
285.3395,85,0
285.3439,85,0
285.349,85,0
285.3536,85,0
285.3584,85,0
285.3629,85,0
285.3675,85,0
285.3726,85,0
285.3771,85,0
285.3822,85,0
285.3868,85,0
285.3914,85,0
285.3959,85,0
285.4011,85,0
285.4059,85,0
285.4105,85,0
285.4151,85,0
285.4201,85,0
285.425,85,0
285.4298,85,0
285.4344,85,0
285.4395,85,0
285.4443,85,0
285.4489,85,0
285.4538,85,0
285.4585,85,0
285.4633,85,0
285.4685,85,0
285.4733,85,0
285.4781,85,0
285.4835,85,0
285.4893,85,0
285.4951,85,0
285.5006,85,0
285.5057,85,0
285.5108,85,0
285.5157,85,0
285.521,85,0
285.5263,85,0
285.5313,85,0
285.5364,85,0
285.5419,85,0
285.5469,85,0
285.5522,85,0
285.5573,85,0
285.5623,85,0
285.5671,85,0
285.5719,85,0
285.5769,85,0
285.5823,85,0
285.5873,85,0
285.5926,85,0
285.5978,85,0
285.603,85,0
285.6082,85,0
285.6133,85,0
285.6182,85,0
285.6237,85,0
285.6285,85,0
285.6334,85,0
285.6382,85,0
285.6432,85,0
285.6481,85,0
285.6536,85,0
285.6587,85,0
285.6635,85,0
285.6685,85,0
285.6733,85,0
285.6782,85,0
285.6839,85,0
285.6888,85,0
285.6936,85,0
285.6991,85,0
285.7044,85,0
285.7094,85,0
285.7148,85,0
285.7199,85,0
285.7248,85,0
285.7297,85,0
285.7346,85,0
285.7397,85,0
285.7456,85,0
285.751,85,0
285.7559,85,0
285.7614,85,0
285.7664,85,0
285.7713,85,0
285.7762,85,0
285.782,85,0
285.7871,85,0
285.7931,85,0
285.7991,85,0
285.8044,85,0
285.8098,85,0
285.8149,85,0
285.8204,85,0
285.8252,85,0
285.8303,85,0
285.8352,85,0
285.8409,85,0
285.8461,85,0
285.8509,85,0
285.8556,85,0
285.8609,85,0
285.8657,85,0
285.8705,85,0
285.8757,85,0
285.8807,85,0
285.8857,85,0
285.8905,85,0
285.8954,85,0
285.9007,85,0
285.9055,85,0
285.9102,85,0
285.9149,85,0
285.9207,85,0
285.9259,85,0
285.9306,85,0
285.9357,85,0
285.941,85,0
285.9458,85,0
285.9505,85,0
285.9558,85,0
285.961,85,0
285.9661,85,0
285.971,85,0
285.9758,85,0
285.9811,85,0
285.9865,85,0
285.9915,85,0
285.9963,85,0
286.0015,85,0
286.0065,85,0
286.0114,85,0
286.0169,85,0
286.0226,85,0
286.0273,85,0
286.0325,85,0
286.0376,85,0
286.0427,85,0
286.0481,85,0
286.0529,85,0
286.0575,85,0
286.0628,85,0
286.0676,85,0
286.0723,85,0
286.0776,85,0
286.0826,85,0
286.0881,85,0
286.0935,85,0
286.0986,85,0
286.1036,85,0
286.1086,85,0
286.1137,85,0
286.1191,85,0
286.1238,85,0
286.129,85,0
286.1341,85,0
286.139,85,0
286.1438,85,0
286.1488,85,0
286.1541,85,0
286.1597,85,0
286.1649,85,0
286.1699,85,0
286.1751,85,0
286.1807,85,0
286.1857,85,0
286.1913,85,0
286.1966,85,0
286.2018,85,0
286.207,85,0
286.2119,85,0
286.2169,85,0
286.2226,85,0
286.2275,85,0
286.2324,85,0
286.2374,85,0
286.2425,85,0
286.2487,85,0
286.2552,85,0
286.261,85,0
286.2668,85,0
286.2722,85,0
286.2771,85,0
286.2823,85,0
286.2873,85,0
286.2922,85,0
286.2972,85,0
286.3025,85,0
286.3076,85,0
286.3124,85,0
286.3174,85,0
286.3226,85,0
286.3281,85,0
286.3333,85,0
286.3383,85,0
286.3436,85,0
286.3487,85,0
286.3537,85,0
286.3588,85,0
286.3638,85,0
286.3688,85,0
286.3737,85,0
286.3788,85,0
286.3838,85,0
286.3886,85,0
286.3934,85,0
286.3983,85,0
286.4036,85,0
286.4093,85,0
286.4149,85,0
286.4199,85,0
286.4247,85,0
286.4294,85,0
286.4343,85,0
286.4403,85,0
286.4458,85,0
286.4508,85,0
286.4562,85,0
286.4615,85,0
286.4665,85,0
286.4714,85,0
286.4762,85,0
286.4813,85,0
286.4861,85,0
286.491,85,0
286.4957,85,0
286.5008,85,0
286.5062,85,0
286.5116,85,0
286.5167,85,0
286.5219,85,0
286.5268,85,0
286.5321,85,0
286.5371,85,0
286.5424,85,0
286.5472,85,0
286.5526,85,0
286.5579,85,0
286.5638,85,0
286.57,85,0
286.5752,85,0
286.5802,85,0
286.5851,85,0
286.5901,85,0
286.5949,85,0
286.6003,85,0
286.6051,85,0
286.6097,85,0
286.6151,85,0
286.6212,85,0
286.6266,85,0
286.6317,85,0
286.6372,85,0
286.6427,85,0
286.6476,85,0
286.6531,85,0
286.658,85,0
286.6631,85,0
286.6681,85,0
286.673,85,0
286.6779,85,0
286.6831,85,0
286.688,85,0
286.6929,85,0
286.6977,85,0
286.7029,85,0
286.7079,85,0
286.7135,85,0
286.7198,85,0
286.7247,85,0
286.7295,85,0
286.7344,85,0
286.7395,85,0
286.7444,85,0
286.7494,85,0
286.7544,85,0
286.7595,85,0
286.7642,85,0
286.769,85,0
286.7738,85,0
286.7788,85,0
286.7839,85,0
286.7889,85,0
286.7937,85,0
286.799,85,0
286.8039,85,0
286.8089,85,0
286.8139,85,0
286.8191,85,0
286.8241,85,0
286.8289,85,0
286.8338,85,0
286.8391,85,0
286.8441,85,0
286.8492,85,0
286.8549,85,0
286.8607,85,0
286.8666,85,0
286.8726,85,0
286.8789,85,0
286.885,85,0
286.89,85,0
286.8951,85,0
286.9005,85,0
286.9053,85,0
286.9101,85,0
286.915,85,0
286.9207,85,0
286.9257,85,0
286.9306,85,0
286.9357,85,0
286.9409,85,0
286.9459,85,0
286.951,85,0
286.9565,85,0
286.9618,85,0
286.9675,85,0
286.973,85,0
286.9781,85,0
286.9834,85,0
286.9886,85,0
286.9936,85,0
286.9991,85,0
287.0041,85,0
287.0094,85,0
287.0148,85,0
287.0211,85,0
287.0269,85,0
287.0326,85,0
287.0382,85,0
287.0434,85,0
287.0487,85,0
287.0543,85,0
287.0597,85,0
287.0648,85,0
287.0697,85,0
287.075,85,0
287.0801,85,0
287.0852,85,0
287.0901,85,0
287.0949,85,0
287.1002,85,0
287.1057,85,0
287.1107,85,0
287.1158,85,0
287.121,85,0
287.1261,85,0
287.131,85,0
287.136,85,0
287.1416,85,0
287.1468,85,0
287.1519,85,0
287.1569,85,0
287.1621,85,0
287.1673,85,0
287.1731,85,0
287.1786,85,0
287.1838,85,0
287.1891,85,0
287.1947,85,0
287.2001,85,0
287.2053,85,0
287.2109,85,0
287.216,85,0
287.2211,85,0
287.2259,85,0
287.2308,85,0
287.236,85,0
287.2412,85,0
287.2464,85,0
287.2514,85,0
287.2569,85,0
287.2621,85,0
287.2673,85,0
287.2722,85,0
287.2777,85,0
287.2832,85,0
287.2882,85,0
287.2933,85,0
287.2985,85,0
287.3036,85,0
287.309,85,0
287.314,85,0
287.3196,85,0
287.3253,85,0
287.3309,85,0
287.3361,85,0
287.3416,85,0
287.3465,85,0
287.3518,85,0
287.3571,85,0
287.3624,85,0
287.3676,85,0
287.3731,85,0
287.378,85,0
287.3838,85,0
287.3894,85,0
287.3944,85,0
287.3997,85,0
287.4045,85,0
287.4093,85,0
287.4143,85,0
287.4196,85,0
287.4247,85,0
287.4299,85,0
287.4348,85,0
287.44,85,0
287.4451,85,0
287.45,85,0
287.4551,85,0
287.4604,85,0
287.4652,85,0
287.4706,85,0
287.4754,85,0
287.4807,85,0
287.486,85,0
287.4908,85,0
287.4956,84,0
287.501,84,0
287.5059,84,0
287.5107,84,0
287.5156,84,0
